SKU,Name,Description,OriginalPrice,SellingPrice,Availability,size,productLine,ColorID,CategoryID
H05645,Superstar Shoes,"Originally made for basketball courts in the '70s. Celebrated by hip hop royalty in the '80s. The adidas Superstar shoe is now a lifestyle staple for streetwear enthusiasts. The world-famous shell toe feature remains, providing style and protection. Just like it did on the B-ball courts back in the day.

Now, whether at a festival or walking in the street you can enjoy yourself without the fear of being stepped on.

The serrated 3-Stripes detail and adidas Superstar box logo adds OG authenticity to your look.",85.0,68,InStock,L,Originals,CL00023,CT019
GX2537,Superstar Shoes,"Clean, classic and decked out in soft leather. Say hello to world-famous '70s style relaunched and ready for today. Spotlight-worthy since they first appeared on the hardwood in the '70s, these adidas Superstar Shoes continue to hold their icon status. This version pays tribute to the legendary sneakers with an iconic rubber shell toe and serrated 3-Stripes that contrast against the smooth upper.",85.0,68,InStock,S,Originals,CL00139,CT019
FY0374,Ultraboost 21 Shoes,"Prototype after prototype. Innovation after innovation. Testing after testing. Meet us in the hot pursuit of the pinnacle harmonization of weight, cushioning, and responsiveness. Ultraboost 21. Say hello to incredible energy return.",180.0,126,InStock,L,Men,CL00072,CT022
H05791,QT Racer 2.0 Shoes,"The shoes your gym bag feels empty without. Whenever there's a chance to squeeze in a run, you'll reach for these adidas running shoes. A streamlined upper with pearlized 3-Stripes rides on a plush Cloudfoam midsole. The miles practically run themselves. 

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",65.0,52,InStock,XL,Women,CL00165,CT023
GZ5314,Adilette Clogs,"Based on the iconic adidas slide, these clogs are as functional as they are comfortable. Whether you're walking to the gym or pool for an early-morning workout or just want to keep the slouchy-casual vibe going all through your day, slip your feet into the contoured footbeds and head for the door.",45.0,41,InStock,XXL,Swim,CL00147,CT181
GZ7435,Runfalcon 2.0 Shoes,"Your little one is getting pretty rowdy, so why not let them run? These kids' adidas running shoes are a great starting point for budding athletes. A breathable mesh upper and durable sole will keep them bounding in comfort, whether they're running laps or chasing friends.",45.0,36,InStock,M,Kids,CL00096,CT023
G58105,Fluidflow 2.0 Shoes,It doesn't really matter whether or not a run is in the cards for the day. An ultra-breathable feel and cushy midsole that energizes give these adidas shoes an edge. Hit the pavement or hit the town. You've got the kicks for whatever unfolds.,80.0,64,InStock,L,Men,CL00004,CT023
H00128,Superstar Shoes,"Originally made for basketball courts in the '70s. Celebrated by hip hop royalty in the '80s. The adidas Superstar shoe is now a lifestyle staple for streetwear enthusiasts. The world-famous shell toe feature remains, providing style and protection. Just like it did on the B-ball courts back in the day.

Now, whether at a festival or walking in the street you can enjoy yourself without the fear of being stepped on.

The serrated 3-Stripes detail and adidas Superstar box logo adds OG authenticity to your look.",85.0,68,InStock,L,Originals,CL00117,CT019
H00602,QT Racer 2.0 Shoes,"Bring tropical vibes into the concrete jungle. These running-style shoes have zebra-print 3-Stripes to show off your adventurous side. They're everyday shoes with a clean silhouette and plush cushioning to keep you comfortable all around town. 

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",65.0,52,InStock,S,Women,CL00090,CT023
GZ7416,Runfalcon 2.0 Shoes,"Shoes for everyday wear, from the halls at school to gym class to running errands with you on the weekend. Whether your kid is new to the track team or just needs to move through the day with confidence, these adidas sneakers deliver. A lightweight feel provides comfort even on the longest days.",50.0,40,InStock,XL,Kids,CL00017,CT023
FY9496,Runfalcon 2.0 Shoes,"Shoes for everyday wear, from the halls at school to gym class to running errands with you on the weekend. Whether your kid is new to the track team or just needs to move through the day with confidence, these adidas sneakers deliver. A lightweight feel provides comfort even on the longest days.",50.0,40,InStock,L,Kids,CL00060,CT023
H00561,QT Racer 2.0 Shoes,"Bring tropical vibes into the concrete jungle. These running-style shoes with floral-print accents were created in collaboration with FARM Rio. They're everyday shoes with a clean silhouette and plush cushioning to keep you comfortable all around town. 

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",65.0,52,InStock,L,Women,CL00019,CT023
FZ3281,Terrex AX4 Primegreen Hiking Shoes,"Quiver-of-one trail shoes. From forest hikes to alpine adventures, these adidas Terrex hiking shoes let you explore high and low, near or far. Their dual-density design merges the comfort of a cushioned trail runner with the stability of a hiking shoe to take on hikes, scrambles and via ferratas. The all-conditions grip of Continental™ Rubber means you can trust the AX4 to get you anywhere you want to go without worrying about your feet.",90.0,72,InStock,XL,Men,CL00060,CT154
G58098,Run Falcon 2.0 Shoes,"Strap up in these running shoes and you're set for a jog in the park followed by coffee with friends. With a mesh upper for outstanding breathability, they're meant to deliver comfort all day long. A durable rubber outsole gives you a solid foundation no matter how busy your schedule.",60.0,48,InStock,XXL,Men,CL00011,CT023
H00548,QT Racer 2.0 Shoes,Fresh streetwear style meets classic adidas design in these everyday shoes. Run from school to the store with an ultra-soft step powering you through. Get a comfortable ride all day long thanks to the plush Cloudfoam cushioning.,65.0,52,InStock,XXL,Women,CL00041,CT023
H03263,Kaptir Super Shoes,"A traditional adidas look gets a fun hit of streetwear style in these running-inspired sneakers. Tap into endless energy as you make the rounds, thanks to the adidas Boost midsole. From running errands to a causal night out, you'll be ready for whatever you've got planned.",90.0,72,InStock,L,Men,CL00145,CT182
GZ7998,NMD_R1 Shoes,"How to Make an Impression Without Really Trying: An adidas Guide. Step one, lace into these NMD_R1 Shoes. That's it. The quickest lesson of your life also happens to be the most comfortable. Shout-out to the energy-returning Boost midsole for that. And the sock-like fit.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",140.0,112,InStock,L,Women,CL00135,CT167
GZ7417,Runfalcon 2.0 Shoes,"Shoes for everyday wear, from the halls at school to gym class to running errands with you on the weekend. Whether your kid is new to the track team or just needs to move through the day with confidence, these adidas sneakers deliver. A lightweight feel provides comfort even on the longest days.",50.0,40,InStock,XL,Kids,CL00183,CT023
H04105,FortaRun Lace Running Shoes,"Trying out for the track team may be years away, but there's plenty of running to do right now. These kids' adidas shoes have plush Cloudfoam cushioning to keep them comfortable as they sprint through the park or race down the street. A durable non-marking outsole stands up to hard-playing kids. 

This product is made with Primegreen, a series of high-performance recycled materials. 50% of the upper is recycled content.",55.0,44,InStock,XL,Kids,CL00202,CT172
GV7369,QT Racer 2.0 Shoes,"Made for all-day comfort, these adidas sneakers have a Cloudfoam midsole that is ultra-soft. Their look is inspired by classic running design with timeless 3-Stripes drawing attention right away. They have a streetwear vibe that makes them easy to mix and match with your everyday wear.",65.0,46,InStock,M,Women,CL00133,CT023
FY8315,QT Racer 2.0 Shoes,Fresh streetwear style meets classic adidas design in these everyday shoes. Run from school to the store with an ultra-soft step powering you through. Get a comfortable ride all day long thanks to the plush Cloudfoam cushioning.,65.0,46,InStock,XL,Women,CL00168,CT023
H04567,Response Super 2.0 Shoes,"Move through your day feeling comfortable and ready for anything with these adidas running shoes. A mesh upper is breathable, keeping your feet fresh even on warm days. Energized cushioning puts a spring in every step you take.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",90.0,72,InStock,XL,Men,CL00208,CT023
